Annual maxima of daily discharge,Annual maxima of daily precipitation,Annual maxima of daily precipitation and snowmelt,Annual maxima of daily snowmelt,Annual maxima of daily total runoff coefficient,Annual mean of daily discharge,Annual mean of daily near-surface air temperature,Annual mean of daily precipitation,Annual mean of daily total runoff coefficient,Area,Average elevation,Average water capacity,Build-up areas,Circularity,Clay,Confidence,Eolian deposits,Forests,Glaciers,Gravel,Irrigated agriculture,Lakes,Marshes,Peat,River network density,River slopeness,Sand,Silt,Slopeness (average),Soil sealing,Soil texture (dimensionless index from 1 to 13),Steepness (equation),Time of concentration,Total area,Unconsolidated deposits,U-matrix,X,Y,XY,Total events in node
233.145,36.866,53.082,38.613,0.875,35.102,277.163,3.504,0.616,1245.870,448.045,55.037,0.203,0.332,9.124,97.304,-0.000,10.859,0.000,14.166,0.000,0.507,2.641,37.555,0.354,29.671,63.781,27.050,13.941,0.155,1.576,45.060,84.606,1254.454,39.997,0.561,17,28,1697,100.000
171.850,37.025,50.733,34.579,0.853,24.152,277.411,3.537,0.614,880.207,422.368,52.181,0.180,0.323,9.734,97.753,-0.000,11.706,0.000,13.620,0.000,0.479,2.712,38.356,0.336,27.541,62.341,27.872,13.528,0.156,1.776,48.643,78.516,895.719,37.022,0.826,18,28,1698,33.000
116.836,36.902,46.045,27.288,0.833,14.869,278.225,3.695,0.623,479.111,334.743,44.410,0.411,0.307,12.164,98.214,-0.000,13.914,0.000,11.391,0.000,0.608,2.071,35.758,0.307,20.256,56.234,31.509,12.032,0.276,2.420,43.486,73.754,490.916,26.814,1.118,19,28,1699,nan
94.200,36.146,42.928,23.460,0.827,12.360,278.861,3.789,0.623,334.114,266.990,43.773,0.770,0.303,14.292,98.004,-0.000,15.447,0.000,9.786,0.000,1.175,1.277,31.761,0.298,15.249,51.162,34.438,10.822,0.438,2.888,37.204,75.306,340.880,18.548,0.772,20,28,1700,24.000
89.594,36.362,42.732,22.567,0.799,13.733,279.028,3.815,0.617,345.669,251.191,55.989,0.970,0.312,15.024,97.343,0.000,16.341,0.000,9.708,0.000,2.139,1.309,28.507,0.315,17.667,49.730,35.179,11.463,0.524,3.168,40.066,76.505,353.522,16.682,0.856,21,28,1701,14.000
114.266,38.200,44.650,22.540,0.753,15.598,279.094,3.846,0.612,429.223,279.409,91.888,1.034,0.335,15.025,97.153,0.001,14.177,0.000,8.218,0.000,2.370,2.858,21.923,0.350,23.353,49.493,35.482,13.196,0.558,4.128,47.148,74.767,437.470,13.483,1.164,22,28,1702,nan
163.823,40.616,47.461,24.065,0.734,17.134,279.198,3.823,0.607,605.801,311.902,126.088,1.252,0.347,14.759,97.691,0.005,11.224,0.000,5.925,0.000,1.075,3.269,12.302,0.366,24.425,49.672,35.601,13.258,0.657,5.157,51.131,73.447,612.879,10.077,0.973,23,28,1703,17.000
167.229,41.742,49.348,26.680,0.758,16.819,279.251,3.713,0.599,657.411,314.188,135.846,1.635,0.344,14.843,98.042,0.012,10.080,0.000,5.114,0.001,0.497,2.240,6.438,0.359,21.310,49.341,35.854,12.467,0.833,5.353,50.637,76.661,665.155,9.760,0.607,24,28,1704,50.000
150.439,42.095,50.572,29.010,0.786,15.422,279.239,3.615,0.592,621.932,331.257,136.943,1.896,0.344,14.997,98.288,0.018,9.130,0.000,4.840,0.002,0.348,1.866,3.602,0.356,19.476,49.035,36.011,12.079,0.959,5.357,50.223,82.721,630.424,10.044,0.431,25,28,1705,103.000
129.007,42.517,51.262,29.922,0.800,13.562,279.307,3.577,0.580,555.053,408.120,129.184,2.053,0.343,15.301,98.342,0.027,11.880,0.000,4.754,0.027,0.448,1.610,2.154,0.359,19.899,48.801,35.949,12.089,1.052,5.126,50.673,101.126,563.257,9.113,0.696,26,28,1706,8.000
86.365,45.531,53.289,27.554,0.752,9.514,279.809,3.377,0.523,428.906,717.994,94.953,1.687,0.333,15.409,98.157,0.118,33.581,0.000,5.103,0.280,0.888,0.679,0.683,0.375,24.012,49.960,34.705,12.718,0.967,3.817,49.597,175.553,434.996,3.929,0.912,27,28,1707,8.000
55.565,47.892,53.982,23.143,0.659,6.182,280.202,3.008,0.462,346.756,930.566,73.307,1.163,0.327,14.575,98.519,0.295,53.453,0.000,5.823,0.778,0.700,0.080,0.039,0.392,26.966,52.304,33.212,13.217,0.752,2.793,49.774,233.711,355.951,0.753,0.617,28,28,1708,30.000
45.210,48.197,52.846,19.759,0.590,4.851,280.540,2.726,0.427,321.608,977.956,71.255,1.119,0.329,14.199,98.770,0.431,57.826,0.000,6.049,1.248,0.513,0.019,0.001,0.412,31.125,53.238,32.653,14.041,0.659,2.457,57.283,222.023,337.011,0.731,0.450,29,28,1709,48.000
50.155,49.230,52.624,16.597,0.530,4.881,281.425,2.388,0.384,370.137,1010.269,69.088,1.307,0.330,14.679,98.764,0.435,57.377,0.000,5.362,1.609,0.419,0.011,0.000,0.433,39.074,52.981,32.417,16.099,0.590,2.083,72.878,168.194,387.353,0.970,0.444,30,28,1710,40.000
77.004,50.369,53.131,14.760,0.501,7.167,282.235,2.193,0.360,526.008,1019.085,66.874,1.556,0.330,15.445,98.552,0.307,53.988,0.000,4.550,1.661,0.523,0.022,0.000,0.446,46.157,52.085,32.534,17.954,0.603,1.837,85.014,120.485,538.603,1.041,0.472,31,28,1711,69.000
121.324,50.948,53.663,15.047,0.509,12.023,282.218,2.330,0.376,786.322,997.107,68.311,1.629,0.330,16.008,97.745,0.170,45.563,0.000,4.630,1.335,1.581,0.106,0.000,0.462,49.110,50.608,33.442,17.950,0.728,1.888,81.719,99.864,792.291,0.885,0.768,32,28,1712,2.000
114.195,50.068,53.832,19.161,0.583,12.485,280.884,2.950,0.457,731.223,971.101,86.715,1.415,0.322,15.455,96.963,0.042,28.519,0.000,5.072,0.500,2.989,0.395,0.001,0.475,44.988,46.520,38.067,15.710,0.786,2.587,68.175,122.849,731.827,0.520,1.050,33,28,1713,21.000
67.188,48.448,53.531,23.115,0.663,7.150,279.602,3.400,0.529,373.082,1006.125,111.055,1.223,0.307,13.215,98.537,0.002,21.091,0.000,4.622,0.049,1.104,0.623,0.002,0.461,36.935,42.577,44.217,14.336,0.546,3.505,69.150,185.737,373.362,0.443,0.789,34,28,1714,nan
60.121,48.503,53.888,23.804,0.679,6.018,279.389,3.462,0.542,308.604,1016.979,116.231,1.185,0.304,12.784,99.163,0.000,20.675,0.000,4.450,0.013,0.264,0.643,0.003,0.451,34.779,41.743,45.474,14.127,0.475,3.713,70.296,200.326,309.254,0.490,0.465,35,28,1715,130.000
64.124,50.277,55.567,23.594,0.676,6.203,279.596,3.432,0.534,355.229,991.350,112.774,1.079,0.310,14.165,99.198,0.002,21.582,0.000,4.522,0.070,0.139,0.542,0.002,0.433,33.943,41.567,44.274,14.043,0.500,3.682,67.455,185.069,357.391,0.649,0.700,36,28,1716,14.000
108.977,54.511,59.159,22.335,0.648,9.736,280.511,3.182,0.486,705.215,917.690,93.110,0.704,0.326,18.821,98.927,0.004,27.304,0.000,4.920,0.411,0.143,0.206,0.001,0.405,34.507,41.702,39.504,14.942,0.559,3.457,58.173,128.108,713.067,1.235,0.811,37,28,1717,8.000
165.578,55.624,60.213,21.122,0.606,14.341,281.260,2.790,0.425,1163.947,921.620,76.732,0.456,0.332,21.328,98.782,0.002,33.170,0.000,5.134,0.983,0.164,0.027,0.000,0.416,38.328,42.097,36.609,16.735,0.495,3.262,52.230,93.155,1176.984,1.758,0.566,38,28,1718,24.000
179.421,54.128,58.865,20.008,0.562,15.823,281.691,2.484,0.378,1426.028,963.537,70.326,0.352,0.332,21.702,98.939,0.000,36.416,0.000,5.038,1.639,0.191,0.008,0.000,0.432,42.399,42.294,36.038,18.215,0.380,3.153,51.990,83.823,1440.660,2.005,0.427,39,28,1719,38.000
177.300,50.511,54.972,18.374,0.510,16.477,282.084,2.241,0.334,1561.419,968.100,66.516,0.298,0.331,21.837,99.111,0.001,40.718,0.000,4.912,2.328,0.209,0.004,0.000,0.447,45.461,42.268,35.924,19.423,0.312,3.097,53.417,79.172,1575.039,2.168,0.437,40,28,1720,21.000
180.089,45.157,49.032,16.495,0.462,17.339,282.274,2.094,0.302,1556.072,907.186,65.715,0.383,0.329,21.896,99.091,0.003,46.637,0.000,4.996,2.849,0.180,0.003,0.000,0.470,46.881,41.865,36.257,19.711,0.382,3.201,54.310,83.299,1566.761,2.501,0.488,41,28,1721,24.000
157.785,40.858,43.710,14.544,0.449,15.460,282.106,2.110,0.298,1287.466,785.216,74.693,0.816,0.328,21.754,98.989,0.020,49.736,0.000,5.766,3.056,0.101,0.002,0.000,0.490,47.937,41.112,37.143,18.775,0.758,3.554,54.041,126.547,1290.939,3.090,0.638,42,28,1722,10.000
133.716,38.977,40.764,13.048,0.474,15.419,281.438,2.220,0.316,1200.740,636.603,96.315,1.942,0.331,20.763,98.982,0.091,47.329,0.000,7.764,2.090,0.056,0.006,0.001,0.494,48.436,40.699,38.575,18.151,1.502,3.942,52.382,249.041,1182.068,3.650,0.745,43,28,1723,nan
197.916,37.535,39.464,15.156,0.530,26.881,280.302,2.247,0.340,2033.201,575.264,109.455,3.161,0.335,19.605,98.623,0.199,48.632,0.000,9.595,0.739,0.090,0.018,0.004,0.494,46.123,40.090,40.374,18.347,1.893,4.115,41.333,361.768,1976.513,4.158,0.648,44,28,1724,1.000
251.019,36.433,39.111,18.758,0.600,34.780,279.528,2.250,0.358,2661.761,573.473,115.240,3.871,0.339,19.050,98.317,0.289,51.216,0.000,10.263,0.308,0.117,0.024,0.005,0.494,44.011,39.613,41.414,18.357,1.959,4.166,33.321,404.509,2584.122,4.599,0.445,45,28,1725,34.000
256.076,35.983,39.170,20.993,0.649,35.031,279.254,2.241,0.365,2790.808,567.273,119.317,4.405,0.339,18.857,98.107,0.459,50.922,0.000,10.342,0.231,0.124,0.026,0.006,0.490,41.594,39.448,41.772,17.892,2.092,4.188,30.446,401.599,2710.404,5.544,0.390,46,28,1726,60.000
226.409,36.417,39.539,21.120,0.658,30.647,279.357,2.206,0.361,2714.413,537.344,122.961,5.011,0.331,18.940,97.391,0.915,48.225,0.000,10.410,0.268,0.127,0.040,0.005,0.481,37.598,39.193,41.938,16.552,2.353,4.249,29.025,356.464,2639.638,8.299,0.571,47,28,1727,3.000
190.892,39.380,42.096,20.259,0.648,26.776,279.744,2.306,0.368,2846.677,492.439,126.289,5.444,0.313,19.069,95.732,1.961,43.827,0.000,11.810,0.457,0.153,0.140,0.002,0.460,31.047,39.239,41.744,13.821,2.707,4.298,26.456,284.375,2784.184,12.098,0.708,48,28,1728,13.000
225.052,43.146,45.902,20.751,0.655,32.531,280.015,2.560,0.393,3717.018,489.225,123.688,5.351,0.301,19.038,94.423,3.319,41.181,0.000,13.694,0.745,0.179,0.289,0.000,0.433,25.963,39.778,41.220,11.853,2.855,4.354,22.896,246.564,3688.895,13.025,0.857,49,28,1729,22.000
389.262,44.869,48.057,21.956,0.653,59.709,280.266,2.575,0.390,7529.429,527.105,105.401,5.140,0.300,19.093,92.527,5.211,40.822,0.000,11.472,1.325,0.178,0.356,0.000,0.413,27.350,39.710,41.230,12.506,2.376,4.906,20.649,260.428,7601.916,15.049,0.971,50,28,1730,nan
586.974,43.181,46.768,21.639,0.632,100.911,280.527,2.385,0.359,14495.151,573.287,86.019,5.333,0.308,19.182,91.436,8.062,39.544,0.000,7.281,2.275,0.166,0.366,0.001,0.404,33.260,38.957,41.891,14.425,1.717,5.775,18.895,307.772,14591.763,17.138,0.751,51,28,1731,8.000
633.716,41.175,44.970,20.832,0.624,113.607,280.577,2.288,0.342,17347.866,578.043,84.246,5.754,0.313,19.181,92.188,10.140,38.091,0.000,6.377,2.724,0.174,0.335,0.004,0.404,35.222,38.531,42.314,14.963,1.641,6.061,18.435,345.110,17326.320,16.508,0.422,52,28,1732,19.000
597.436,40.567,44.658,21.091,0.635,104.946,280.470,2.288,0.344,16086.487,568.496,88.173,6.077,0.314,19.177,92.605,11.451,37.866,0.000,6.435,2.658,0.192,0.292,0.007,0.404,34.433,38.705,42.143,14.560,1.826,6.036,19.277,371.289,16010.058,15.616,0.424,53,28,1733,14.000
500.178,40.705,45.385,22.681,0.665,83.319,280.093,2.369,0.364,12567.332,570.722,96.176,6.218,0.314,19.111,93.160,12.527,38.539,0.000,6.405,2.060,0.192,0.235,0.008,0.404,32.152,39.433,41.486,13.605,2.142,5.782,19.911,391.718,12560.595,14.560,0.540,54,28,1734,4.000
451.035,41.418,46.789,24.944,0.701,77.410,279.604,2.508,0.399,11211.388,582.854,103.618,6.459,0.312,19.028,93.569,14.142,39.073,0.000,6.385,1.244,0.208,0.202,0.014,0.399,28.689,40.365,40.645,12.341,2.560,5.494,18.706,408.748,11323.242,14.033,0.673,55,28,1735,3.000
784.336,42.140,46.531,23.279,0.678,195.222,279.583,2.717,0.429,20902.908,583.335,101.814,6.800,0.299,18.828,91.732,16.872,35.953,0.000,6.965,0.789,0.350,0.276,0.034,0.378,26.939,41.611,39.606,10.750,3.276,5.433,14.816,442.233,20994.065,15.855,0.718,56,28,1736,nan
1138.995,41.305,44.450,20.334,0.655,331.243,279.648,2.919,0.450,28887.276,593.873,101.473,6.230,0.288,18.460,90.499,17.687,32.945,0.000,6.980,0.455,0.433,0.290,0.031,0.363,27.130,42.812,38.778,9.435,3.792,5.320,13.378,494.218,28918.810,16.922,0.538,57,28,1737,1.000
1355.121,40.694,43.549,19.500,0.653,406.719,279.594,2.991,0.457,32896.474,608.286,102.086,5.718,0.285,18.195,90.378,17.443,32.765,0.000,6.545,0.361,0.452,0.278,0.017,0.362,27.394,43.302,38.553,9.116,3.834,5.216,13.265,531.022,32933.908,16.456,0.341,58,28,1738,12.000
1504.827,40.449,43.262,19.271,0.653,452.721,279.552,3.012,0.459,35369.480,617.400,102.250,5.471,0.285,18.031,90.340,17.178,33.064,0.000,6.260,0.349,0.467,0.278,0.008,0.363,27.802,43.532,38.487,9.122,3.798,5.151,13.230,548.021,35422.650,15.970,0.250,59,28,1739,50.000
400.631,31.185,47.897,41.860,0.929,161.787,271.305,2.671,0.664,8502.446,585.503,115.835,0.146,0.297,7.104,74.619,0.000,46.929,0.170,4.306,0.000,9.565,7.615,0.428,0.332,18.322,63.641,29.276,8.898,0.071,2.831,19.615,171.285,8731.387,0.174,0.241,0,29,1740,106.000
398.940,30.940,47.739,41.789,0.930,156.908,271.349,2.673,0.661,8479.881,582.567,115.970,0.181,0.297,7.220,75.265,0.000,46.039,0.143,4.317,0.000,9.237,8.189,0.429,0.330,18.167,63.292,29.508,8.772,0.073,2.800,19.588,172.551,8640.556,0.280,0.322,1,29,1741,18.000
401.017,30.422,47.146,41.355,0.931,134.601,271.435,2.626,0.657,7915.799,578.687,113.329,0.312,0.296,7.491,78.487,0.002,43.200,0.080,5.162,0.000,7.995,10.187,0.500,0.323,17.616,62.449,30.071,8.278,0.080,2.539,19.484,184.924,7906.710,0.633,0.548,2,29,1742,nan
408.061,30.015,46.696,41.124,0.933,95.292,271.460,2.532,0.659,6402.806,604.198,108.486,0.340,0.294,7.875,84.744,0.006,40.718,0.017,6.871,0.000,6.030,13.565,0.555,0.314,17.183,60.945,31.190,7.695,0.084,1.968,20.985,263.728,6328.572,0.612,0.684,3,29,1743,3.000
376.408,29.445,46.580,41.714,0.939,65.406,271.006,2.473,0.663,4679.931,622.136,113.474,0.208,0.292,8.004,87.185,0.015,37.812,0.002,5.867,0.000,5.175,15.069,0.478,0.314,17.306,59.547,32.495,7.304,0.072,1.900,27.613,494.582,4648.492,0.508,0.845,4,29,1744,8.000
316.135,29.335,45.909,41.388,0.941,48.532,270.731,2.485,0.668,3540.213,637.832,115.403,0.149,0.288,7.778,87.127,0.013,34.140,0.000,4.789,0.000,4.745,14.204,0.618,0.319,18.620,59.634,32.662,7.330,0.065,2.103,36.744,753.855,3487.574,0.605,0.681,5,29,1745,31.000
262.392,29.570,46.273,41.694,0.941,42.735,270.750,2.534,0.672,2994.709,635.774,111.570,0.132,0.289,7.885,87.514,0.005,34.621,0.000,5.083,0.000,4.377,12.253,0.755,0.320,19.773,59.342,32.847,7.632,0.071,2.200,39.165,875.516,2942.228,0.909,0.463,6,29,1746,145.000
284.034,29.747,47.220,42.526,0.943,49.866,270.864,2.551,0.672,3215.693,610.074,107.033,0.141,0.296,8.362,89.595,0.002,38.719,0.003,6.592,0.000,3.767,10.062,0.760,0.317,20.618,58.042,33.658,7.951,0.086,2.094,33.515,905.296,3199.065,1.418,0.539,7,29,1747,95.000
486.094,30.216,47.952,43.019,0.944,89.096,271.146,2.558,0.669,5511.667,607.047,104.229,0.186,0.304,8.733,92.850,0.004,43.441,0.022,9.260,0.000,2.863,8.704,0.639,0.314,22.905,57.210,34.110,8.504,0.103,1.864,24.872,851.014,5515.727,1.820,0.892,8,29,1748,nan
954.329,30.225,46.908,41.525,0.934,161.817,271.110,2.430,0.665,10583.282,524.006,101.683,0.217,0.310,8.455,94.638,0.021,45.106,0.064,10.938,0.000,2.286,9.350,0.773,0.314,23.221,57.450,34.166,7.742,0.131,1.802,17.659,577.182,10510.982,3.975,1.397,9,29,1749,nan
1226.775,29.742,45.235,39.433,0.921,168.935,270.603,2.271,0.669,12135.061,364.300,99.351,0.150,0.312,8.221,93.566,0.044,45.263,0.056,9.214,0.000,2.366,10.902,1.178,0.302,18.843,56.922,34.951,5.515,0.139,2.008,19.543,173.164,11949.566,7.259,1.242,10,29,1750,nan
587.458,32.037,47.758,41.324,0.932,69.789,271.330,2.875,0.682,5242.834,572.032,109.965,0.120,0.310,10.018,93.146,0.024,50.907,0.011,5.823,0.000,2.554,10.393,0.627,0.279,21.251,53.936,36.078,7.681,0.078,1.897,43.681,54.189,5139.762,3.879,0.980,11,29,1751,nan
125.575,35.923,52.143,43.239,0.944,15.138,272.643,3.562,0.692,970.603,699.297,121.614,0.121,0.310,11.009,94.399,0.004,55.030,0.001,4.155,0.000,2.689,9.008,0.139,0.290,23.401,53.247,35.734,10.190,0.046,1.657,55.130,58.151,952.089,0.690,0.711,12,29,1752,12.000
65.759,39.589,56.328,43.973,0.945,9.176,273.871,3.970,0.696,349.701,620.285,126.557,0.122,0.313,10.703,96.111,0.000,54.511,0.000,4.174,0.000,2.706,7.714,0.701,0.325,22.204,54.988,34.307,11.084,0.061,1.514,50.037,62.873,345.649,1.279,1.011,13,29,1753,43.000
201.056,40.957,60.569,46.194,0.939,32.953,275.572,4.078,0.687,1032.046,494.838,103.284,0.258,0.325,10.056,96.709,0.000,38.925,0.000,7.942,0.000,2.122,4.814,10.101,0.366,25.146,58.257,31.682,12.898,0.143,1.563,38.833,76.274,1020.741,16.848,1.841,14,29,1754,nan
414.242,38.973,61.060,47.443,0.921,70.446,276.856,3.792,0.665,2212.091,446.785,57.854,0.407,0.342,9.129,95.904,-0.000,14.187,0.000,14.293,0.000,1.102,1.430,28.225,0.388,33.564,62.471,28.366,15.314,0.221,1.633,32.376,94.351,2188.362,42.966,1.347,15,29,1755,7.000
370.492,38.374,59.156,45.481,0.910,61.950,276.927,3.695,0.653,2011.859,457.711,53.033,0.341,0.342,8.828,96.382,-0.000,10.997,0.000,14.958,0.000,0.844,1.434,33.457,0.382,34.010,63.689,27.438,15.298,0.199,1.540,37.090,92.982,2000.807,45.190,0.507,16,29,1756,108.000
287.162,38.055,57.442,43.285,0.901,46.392,276.948,3.659,0.644,1578.048,462.175,53.342,0.270,0.339,8.869,96.933,-0.000,10.554,0.000,14.760,0.000,0.737,1.846,36.293,0.374,33.128,63.848,27.234,15.025,0.174,1.504,42.571,88.269,1583.227,43.695,0.466,17,29,1757,134.000
226.798,38.051,55.627,40.231,0.888,35.709,277.071,3.698,0.643,1205.724,450.877,51.509,0.230,0.335,9.349,97.114,-0.000,10.712,0.000,14.370,0.000,0.872,2.071,38.317,0.375,33.229,62.771,27.827,15.060,0.158,1.577,46.102,82.985,1219.543,41.106,0.749,18,29,1758,nan
180.684,37.765,50.814,33.081,0.864,28.129,277.618,3.825,0.646,800.323,390.448,47.366,0.346,0.328,11.262,97.102,-0.000,12.254,0.000,12.765,0.000,1.411,2.123,39.206,0.379,32.051,58.402,30.266,14.996,0.193,1.936,45.282,77.287,812.536,31.456,1.224,19,29,1759,nan
131.756,37.156,44.922,25.073,0.835,20.985,278.521,3.937,0.639,480.334,297.306,55.549,0.783,0.322,13.818,97.020,-0.000,14.760,0.000,10.372,0.000,2.528,1.874,35.495,0.359,26.017,52.462,33.639,14.265,0.366,2.567,41.814,76.315,488.891,18.413,1.319,20,29,1760,nan
103.080,39.219,44.751,21.706,0.773,19.413,278.992,4.054,0.636,408.651,258.554,88.586,1.100,0.331,14.492,95.941,0.000,15.103,0.000,9.094,0.000,4.303,1.632,28.484,0.368,27.002,49.950,35.537,16.080,0.549,3.260,46.719,77.355,418.710,13.410,1.130,21,29,1761,1.000
106.835,41.794,46.465,20.443,0.716,18.209,279.227,4.128,0.633,403.758,268.796,121.904,1.046,0.345,14.284,95.628,0.000,13.697,0.000,7.797,0.000,4.092,1.826,22.424,0.391,30.909,49.553,36.198,18.042,0.578,4.021,54.709,74.453,412.322,9.288,0.943,22,29,1762,14.000
126.522,43.305,48.237,21.116,0.702,16.272,279.376,4.096,0.626,430.718,298.983,135.113,0.963,0.349,14.209,96.587,0.001,12.921,0.000,6.803,0.000,2.142,1.717,15.873,0.386,30.152,49.730,36.106,17.303,0.553,4.625,59.149,69.819,433.691,6.639,0.948,23,29,1763,5.000
126.237,44.646,50.703,23.945,0.727,13.976,279.414,3.991,0.619,436.473,333.734,138.139,1.087,0.349,14.360,97.781,0.004,12.242,0.000,6.170,0.001,0.827,1.237,8.647,0.363,25.164,49.622,36.049,15.485,0.606,4.923,61.249,68.889,436.795,6.326,0.780,24,29,1764,51.000
107.272,45.419,52.763,27.328,0.765,11.729,279.380,3.885,0.611,406.884,385.626,135.357,1.294,0.351,14.580,98.466,0.012,11.510,0.000,5.819,0.005,0.423,1.009,3.968,0.350,21.774,49.346,36.102,14.339,0.710,4.934,63.050,76.658,409.262,6.591,0.618,25,29,1765,47.000
91.119,46.587,54.344,29.014,0.784,10.201,279.471,3.823,0.589,377.160,519.684,119.424,1.581,0.350,15.001,98.504,0.081,18.491,0.000,5.381,0.057,0.493,0.766,1.555,0.356,23.518,49.192,35.850,14.067,0.898,4.543,62.591,114.480,381.865,5.323,0.909,26,29,1766,11.000
85.641,49.923,57.023,27.193,0.733,9.509,279.828,3.508,0.526,403.848,804.689,86.422,1.647,0.340,14.878,98.181,0.378,43.767,0.000,5.047,0.324,0.707,0.228,0.252,0.394,29.819,50.866,34.335,14.455,1.047,3.391,53.986,218.656,412.457,1.814,0.869,27,29,1767,8.000
72.780,50.972,57.223,24.427,0.670,7.876,279.969,3.145,0.480,402.081,932.354,74.998,1.409,0.336,14.272,98.511,0.632,56.928,0.000,5.466,0.639,0.522,0.037,0.012,0.418,32.030,52.585,33.233,14.529,0.935,2.847,51.441,265.407,418.035,0.675,0.499,28,29,1768,21.000
58.908,50.209,55.564,21.984,0.621,6.117,280.184,2.873,0.450,370.635,993.721,71.780,1.216,0.336,14.093,98.832,0.735,60.471,0.000,5.766,0.947,0.417,0.014,0.000,0.434,34.990,53.164,32.831,14.969,0.751,2.574,59.345,240.598,393.562,0.678,0.447,29,29,1769,52.000
52.457,48.761,53.055,19.016,0.567,4.939,280.943,2.504,0.405,360.440,1085.205,65.230,1.140,0.335,14.524,99.045,0.582,61.557,0.000,5.089,1.235,0.322,0.010,0.000,0.452,43.202,52.915,32.633,17.229,0.527,2.147,81.280,162.857,382.449,0.849,0.512,30,29,1770,8.000
57.970,47.185,50.665,16.717,0.531,5.084,281.727,2.241,0.370,398.139,1145.697,59.652,1.184,0.336,15.138,99.085,0.318,60.637,0.000,4.098,1.307,0.300,0.013,-0.000,0.463,51.494,52.261,32.659,19.741,0.415,1.822,100.690,101.202,412.816,0.980,0.479,31,29,1771,59.000
71.881,45.854,49.047,16.193,0.523,6.684,281.915,2.238,0.371,481.467,1136.344,59.966,1.230,0.339,15.581,98.708,0.160,56.405,0.000,3.860,1.106,0.881,0.061,0.000,0.472,55.121,51.127,33.344,20.641,0.456,1.760,103.372,83.615,490.331,1.025,0.790,32,29,1772,9.000
70.559,45.708,49.642,19.494,0.584,7.674,280.827,2.836,0.447,455.141,1052.103,83.304,1.255,0.328,14.767,98.245,0.041,39.927,0.000,4.181,0.451,1.893,0.260,0.000,0.483,50.456,46.538,38.733,18.863,0.547,2.484,91.321,138.325,458.839,0.870,1.295,33,29,1773,1.000
55.904,47.229,52.073,22.707,0.659,6.156,279.671,3.478,0.530,299.632,1003.390,112.040,1.115,0.305,12.450,99.299,0.002,27.799,0.000,4.032,0.045,0.695,0.378,0.000,0.480,42.365,42.203,45.364,16.900,0.425,3.512,88.117,229.501,301.471,0.527,0.847,34,29,1774,nan
55.955,47.770,52.754,23.073,0.670,5.974,279.534,3.570,0.542,291.204,999.249,115.656,1.057,0.302,12.200,99.631,0.000,26.610,0.000,3.974,0.030,0.218,0.373,0.000,0.475,41.219,41.613,46.201,16.673,0.388,3.688,87.971,240.228,293.238,0.507,0.405,35,29,1775,160.000
73.269,48.762,53.756,23.214,0.670,7.598,279.669,3.547,0.535,444.674,984.888,107.349,0.951,0.311,13.846,99.469,0.000,27.552,0.000,4.182,0.184,0.191,0.310,0.000,0.460,42.218,41.679,44.494,16.757,0.415,3.655,82.497,206.990,448.852,0.788,0.744,36,29,1776,1.000
164.275,51.396,56.439,23.293,0.655,15.602,280.397,3.272,0.494,1098.336,934.434,79.604,0.594,0.333,18.867,98.860,0.001,33.095,0.000,4.845,0.777,0.259,0.116,0.000,0.440,45.265,41.949,39.216,17.684,0.430,3.468,63.972,117.912,1110.537,1.809,0.807,37,29,1777,19.000
238.052,52.584,57.783,22.452,0.622,21.328,281.105,2.905,0.443,1575.647,917.651,67.468,0.392,0.340,21.238,98.728,0.001,37.887,0.000,5.140,1.303,0.235,0.022,0.000,0.454,47.290,42.010,36.783,18.989,0.358,3.371,53.054,84.004,1593.259,2.658,0.482,38,29,1778,58.000
236.051,51.418,56.324,20.655,0.571,20.562,281.602,2.621,0.397,1611.035,927.301,65.715,0.307,0.340,21.619,98.975,0.000,40.592,0.000,5.078,1.702,0.227,0.008,-0.000,0.469,49.358,42.054,36.357,20.138,0.284,3.341,54.019,78.939,1628.755,2.874,0.411,39,29,1779,56.000
189.435,47.481,51.556,17.880,0.500,16.556,282.084,2.330,0.343,1348.002,921.936,64.851,0.246,0.341,21.715,99.244,0.000,44.655,0.000,4.946,2.044,0.258,0.004,-0.000,0.481,51.235,42.188,36.126,21.274,0.233,3.308,61.259,74.068,1362.380,2.642,0.473,40,29,1780,36.000
137.240,41.756,44.879,14.940,0.435,12.136,282.426,2.105,0.298,952.524,868.905,68.220,0.317,0.342,21.735,99.415,0.001,49.448,0.000,5.020,2.175,0.251,0.002,0.000,0.498,52.290,42.134,36.156,21.791,0.284,3.401,70.466,82.297,962.031,2.486,0.528,41,29,1781,27.000
100.023,38.207,40.329,12.695,0.423,9.116,282.384,2.106,0.284,667.923,741.918,87.124,0.741,0.342,21.520,99.466,0.010,51.184,0.000,5.759,2.023,0.144,0.002,0.000,0.520,55.243,41.627,36.877,21.101,0.599,3.759,75.245,150.875,669.339,3.268,0.620,42,29,1782,4.000
